hs_8digit;hs_8name;apr2_at_risk;apr2_exempt;sec232;;;;;;
3024300;Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to 0302.99: Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus);1;0;0;;;;;;
3024400;Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to 0302.99: Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus);1;0;0;;;;;;
3024511;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3024550;Other;1;0;0;;;;;;
3024611;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3024650;Other;1;0;0;;;;;;
3024700;Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to 0302.99: Swordfish (Xiphias gladius);1;0;0;;;;;;
3024900;Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to 0302.99: Other;1;0;0;;;;;;
3025100;Fish of the families Bregmacerotidae, Euclichthyidae Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0302.91 to 0302.99: Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus);1;0;0;;;;;;
3025200;Fish of the families Bregmacerotidae, Euclichthyidae Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0302.91 to 0302.99: Haddock (Melanogrammus aeglefinus);1;0;0;;;;;;
3025300;Fish of the families Bregmacerotidae, Euclichthyidae Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0302.91 to 0302.99: Coalfish (Pollachius virens);1;0;0;;;;;;
3025411;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3025450;Other;1;0;0;;;;;;
3025511;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3025550;Other;1;0;0;;;;;;
3025611;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3025650;Other;1;0;0;;;;;;
3025950;Other;1;0;0;;;;;;
3025911;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3027111;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3027150;Other;1;0;0;;;;;;
3027250;Other;1;0;0;;;;;;
3027211;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3027311;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3027350;Other;1;0;0;;;;;;
3027400;Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fish offal of subheadings 0302.91 to 0302.99: Eels (Anguilla spp.);1;0;0;;;;;;
3027950;Other;1;0;0;;;;;;
3027911;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3028100;Other fish, excluding edible fish offal of subheadings 0302.91 to 0302.99: Dogfish and other sharks;1;0;0;;;;;;
3028200;Other fish, excluding edible fish offal of subheadings 0302.91 to 0302.99: Rays and skates (Rajidae);1;0;0;;;;;;
3028300;Other fish, excluding edible fish offal of subheadings 0302.91 to 0302.99: Toothfish (Dissostichus spp.);1;0;0;;;;;;
3028411;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3028450;Other;1;0;0;;;;;;
3028511;Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3028550;Other;1;0;0;;;;;;
3028950;Other;1;0;0;;;;;;
3028911;Scaled (whether or not heads, viscera and/or fins have been processed), in immediate containers weighing with their contents 6.8 kg or less;1;0;0;;;;;;
3029140;Other;1;0;0;;;;;;
3029120;Sturgeon roe;1;0;0;;;;;;
3029200;Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal: Shark fins;1;0;0;;;;;;
3029900;Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal: Other;1;0;0;;;;;;
3031100;Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99: Sockeye salmon (red salmon) (Oncorhynchus nerka);1;0;0;;;;;;
3031200;Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99: Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus);1;0;0;;;;;;
3031300;Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99: Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho);1;0;0;;;;;;
3031400;Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99: Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster);1;0;0;;;;;;
3031901;Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99: Other;1;0;0;;;;;;
3032300;Tilapias(Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp.,Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodonidellus, Hypophthalmichthys spp.,Cirrhinus spp., Mylopharyngodon piceus, Catlacatla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fishoffal of subheadings 0303.91 to 0303.99: Tilapias (Oreochromis spp.);1;0;0;;;;;;
3032400;Tilapias(Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp.,Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodonidellus, Hypophthalmichthys spp.,Cirrhinus spp., Mylopharyngodon piceus, Catlacatla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fishoffal of subheadings 0303.91 to 0303.99: Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.);1;0;0;;;;;;
3032501;Tilapias(Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp.,Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodonidellus, Hypophthalmichthys spp.,Cirrhinus spp., Mylopharyngodon piceus, Catlacatla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fishoffal of subheadings 0303.91 to 0303.99: Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.);1;0;0;;;;;;
3032600;Tilapias(Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp.,Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodonidellus, Hypophthalmichthys spp.,Cirrhinus spp., Mylopharyngodon piceus, Catlacatla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fishoffal of subheadings 0303.91 to 0303.99: Eels (Anguilla spp.);1;0;0;;;;;;
3032901;Tilapias(Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp.,Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodonidellus, Hypophthalmichthys spp.,Cirrhinus spp., Mylopharyngodon piceus, Catlacatla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fishoffal of subheadings 0303.91 to 0303.99: Other;1;0;0;;;;;;
3033100;Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0303.91 to 0303.99: Halibut and Greenland turbot (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis);1;0;0;;;;;;
3033200;Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0303.91 to 0303.99: Plaice (Pleuronectes platessa);1;0;0;;;;;;
3033300;Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0303.91 to 0303.99: Sole (Solea spp.);1;0;0;;;;;;
3033400;Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0303.91 to 0303.99: Turbots (Psetta maxima);1;0;0;;;;;;
